,id_measurement,hard_voted_class,avg_probability,soft_voted_class
60,2964,0,0.36596575,0.0
61,2965,0,0.10721155,0.0
62,2966,1,0.6969171,1.0
63,2967,1,0.93881,1.0
64,2968,1,0.39440745,0.0
65,2969,0,0.15026805,0.0
66,2970,0,0.08945085,0.0
67,2971,0,0.07723282,0.0
68,2972,0,0.19220176,0.0
69,2973,1,0.73263806,1.0
70,2974,0,0.10852605,0.0
71,2975,0,0.08542554,0.0
72,2976,0,0.0734029,0.0
73,2977,0,0.07401067,0.0
74,2978,0,0.15586719,0.0
75,2979,0,0.088238284,0.0
76,2980,1,0.8588972,1.0
77,2981,1,0.7008413,1.0
78,2982,0,0.08629316,0.0
79,2983,1,0.804968,1.0
80,2984,0,0.108901754,0.0
81,2985,0,0.13613652,0.0
82,2986,0,0.1663569,0.0
83,2987,0,0.13697055,0.0
84,2988,0,0.16245899,0.0
85,2989,0,0.08567531,0.0
86,2990,0,0.12090653,0.0
87,2991,0,0.13399944,0.0
88,2992,0,0.09037879,0.0
89,2993,0,0.18357919,0.0
90,2994,1,0.875811,1.0
91,2995,0,0.10330516,0.0
92,2996,0,0.11063559,0.0
93,2997,0,0.093195006,0.0
94,2998,0,0.08853997,0.0
95,2999,1,0.94241506,1.0
96,3000,0,0.13647075,0.0
97,3001,0,0.10635184,0.0
98,3002,0,0.0897487,0.0
99,3003,0,0.15082656,0.0
100,3004,0,0.1529283,0.0
101,3005,0,0.07839395,0.0
102,3006,0,0.14613912,0.0
103,3007,0,0.15490392,0.0
104,3008,0,0.15635431,0.0
105,3009,0,0.1583753,0.0
106,3010,0,0.14747815,0.0
107,3011,0,0.14376861,0.0
108,3012,0,0.08339687,0.0
109,3013,1,0.791676,1.0
110,3014,0,0.10225061,0.0
111,3015,1,0.49576253,0.0
112,3016,0,0.097928464,0.0
113,3017,1,0.8121235,1.0
114,3018,0,0.31464624,0.0
115,3019,0,0.20847678,0.0
116,3020,0,0.1710464,0.0
117,3021,0,0.17916666,0.0
118,3022,0,0.12180583,0.0
119,3023,0,0.11138439,0.0
120,3024,1,0.89719164,1.0
121,3025,0,0.07108046,0.0
122,3026,0,0.09776457,0.0
123,3027,0,0.1391176,0.0
124,3028,0,0.16830918,0.0
125,3029,0,0.109256305,0.0
126,3030,0,0.14968261,0.0
127,3031,0,0.094040185,0.0
128,3032,0,0.082447514,0.0
129,3033,0,0.12338082,0.0
130,3034,0,0.21057777,0.0
131,3035,0,0.2851509,0.0
132,3036,0,0.15731855,0.0
133,3037,0,0.090038225,0.0
134,3038,0,0.20210215,0.0
135,3039,1,0.8798383,1.0
136,3040,0,0.14170519,0.0
137,3041,0,0.10935966,0.0
138,3042,0,0.11816236,0.0
139,3043,0,0.10712974,0.0
140,3044,0,0.10229762,0.0
141,3045,0,0.22138079,0.0
142,3046,1,0.41345167,0.0
143,3047,0,0.13447686,0.0
144,3048,0,0.17345896,0.0
145,3049,0,0.23546776,0.0
146,3050,0,0.08386185,0.0
147,3051,0,0.085138336,0.0
148,3052,0,0.1014085,0.0
149,3053,0,0.15044753,0.0
150,3054,0,0.13829467,0.0
151,3055,1,0.9215245,1.0
152,3056,0,0.092293985,0.0
153,3057,0,0.08177201,0.0
154,3058,0,0.112408444,0.0
155,3059,0,0.067667335,0.0
156,3060,0,0.16062877,0.0
157,3061,0,0.18511476,0.0
158,3062,0,0.093245775,0.0
159,3063,1,0.92133266,1.0
160,3064,1,0.8775198,1.0
161,3065,0,0.24679871,0.0
162,3066,0,0.086584136,0.0
163,3067,0,0.17406476,0.0
164,3068,0,0.09492252,0.0
165,3069,0,0.15701896,0.0
166,3070,0,0.13850373,0.0
167,3071,0,0.076685004,0.0
168,3072,0,0.11689482,0.0
169,3073,1,0.7707058,1.0
170,3074,0,0.16503236,0.0
171,3075,0,0.15210867,0.0
172,3076,1,0.87970334,1.0
173,3077,0,0.10733561,0.0
174,3078,0,0.08000859,0.0
175,3079,0,0.11592989,0.0
176,3080,0,0.32502174,0.0
177,3081,0,0.16981521,0.0
178,3082,0,0.25594077,0.0
179,3083,0,0.400603,0.0
180,3084,0,0.3311116,0.0
181,3085,0,0.10809676,0.0
182,3086,1,0.9196485,1.0
183,3087,0,0.09502452,0.0
184,3088,0,0.11865219,0.0
185,3089,0,0.08116536,0.0
186,3090,0,0.09699989,0.0
187,3091,0,0.1235039,0.0
188,3092,0,0.09284864,0.0
189,3093,0,0.23584339,0.0
190,3094,0,0.07398589,0.0
191,3095,0,0.1275164,0.0
192,3096,0,0.13667998,0.0
193,3097,0,0.16803841,0.0
194,3098,0,0.16191992,0.0
195,3099,0,0.25827447,0.0
196,3100,0,0.06860624,0.0
197,3101,0,0.08841814,0.0
198,3102,0,0.3941749,0.0
199,3103,0,0.13365394,0.0
200,3104,0,0.1211316,0.0
201,3105,0,0.10385986,0.0
202,3106,0,0.16120552,0.0
203,3107,1,0.5631418,1.0
204,3108,0,0.3990947,0.0
205,3109,0,0.12976629,0.0
206,3110,0,0.13243052,0.0
207,3111,0,0.13999209,0.0
208,3112,0,0.38046542,0.0
209,3113,0,0.111512795,0.0
210,3114,0,0.25277168,0.0
211,3115,1,0.70614976,1.0
212,3116,0,0.106896244,0.0
213,3117,1,0.56264657,1.0
214,3118,0,0.09041686,0.0
215,3119,0,0.0768231,0.0
216,3120,0,0.25890553,0.0
217,3121,1,0.4990602,0.0
218,3122,0,0.13538483,0.0
219,3123,1,0.5800188,1.0
220,3124,0,0.101217054,0.0
221,3125,0,0.07677628,0.0
222,3126,0,0.08274636,0.0
223,3127,1,0.80752975,1.0
224,3128,0,0.101809666,0.0
225,3129,0,0.102501154,0.0
226,3130,1,0.44734707,0.0
227,3131,0,0.10794566,0.0
228,3132,0,0.22337005,0.0
229,3133,0,0.07324913,0.0
230,3134,0,0.13146591,0.0
231,3135,0,0.11519394,0.0
232,3136,0,0.12226757,0.0
233,3137,0,0.06670925,0.0
234,3138,0,0.1506822,0.0
235,3139,0,0.23239079,0.0
236,3140,0,0.15185933,0.0
237,3141,1,0.7120999,1.0
238,3142,0,0.08655917,0.0
239,3143,0,0.074829385,0.0
240,3144,0,0.20545681,0.0
241,3145,0,0.06597456,0.0
242,3146,0,0.37286302,0.0
243,3147,0,0.1056657,0.0
244,3148,0,0.09591477,0.0
245,3149,1,0.62788063,1.0
246,3150,0,0.113596655,0.0
247,3151,1,0.54490954,1.0
248,3152,0,0.17708337,0.0
249,3153,0,0.08947219,0.0
250,3154,0,0.07759979,0.0
251,3155,1,0.9134742,1.0
252,3156,0,0.08220066,0.0
253,3157,0,0.15716083,0.0
254,3158,0,0.14994201,0.0
255,3159,0,0.13708963,0.0
256,3160,0,0.27553126,0.0
257,3161,0,0.12473301,0.0
258,3162,0,0.09540294,0.0
259,3163,0,0.45132643,0.0
260,3164,0,0.25816447,0.0
261,3165,0,0.10476698,0.0
262,3166,1,0.67797214,1.0
263,3167,0,0.084416844,0.0
264,3168,1,0.32767192,0.0
265,3169,0,0.19804338,0.0
266,3170,0,0.11080809,0.0
267,3171,0,0.12838715,0.0
268,3172,1,0.85785806,1.0
269,3173,0,0.2204592,0.0
270,3174,1,0.9168196,1.0
271,3175,0,0.09436117,0.0
272,3176,0,0.2879867,0.0
273,3177,0,0.3751155,0.0
274,3178,0,0.20277473,0.0
275,3179,0,0.15483893,0.0
276,3180,1,0.8709897,1.0
277,3181,0,0.15037578,0.0
278,3182,0,0.07726158,0.0
279,3183,0,0.09030258,0.0
280,3184,0,0.10840057,0.0
281,3185,0,0.08440455,0.0
282,3186,0,0.118808344,0.0
283,3187,1,0.711419,1.0
284,3188,1,0.79476917,1.0
285,3189,0,0.268587,0.0
286,3190,0,0.09655769,0.0
287,3191,0,0.13520882,0.0
288,3192,0,0.07140578,0.0
289,3193,0,0.098828405,0.0
290,3194,1,0.4352293,0.0
291,3195,0,0.14428356,0.0
292,3196,0,0.09326776,0.0
293,3197,0,0.09675739,0.0
294,3198,0,0.099653445,0.0
295,3199,1,0.82461786,1.0
296,3200,0,0.08212229,0.0
297,3201,0,0.088383704,0.0
298,3202,0,0.106750466,0.0
299,3203,0,0.19821683,0.0
300,3204,0,0.069768414,0.0
301,3205,0,0.22349998,0.0
302,3206,0,0.09267856,0.0
303,3207,0,0.13825253,0.0
304,3208,0,0.18389441,0.0
305,3209,1,0.5615321,1.0
306,3210,1,0.90411246,1.0
307,3211,0,0.1008662,0.0
308,3212,1,0.8679174,1.0
309,3213,0,0.14639418,0.0
310,3214,0,0.2158945,0.0
311,3215,0,0.11094084,0.0
312,3216,0,0.15521275,0.0
313,3217,0,0.07223022,0.0
314,3218,0,0.13791606,0.0
315,3219,0,0.16374764,0.0
316,3220,0,0.2780611,0.0
317,3221,0,0.13613497,0.0
318,3222,0,0.08560662,0.0
319,3223,1,0.78599274,1.0
320,3224,0,0.101259805,0.0
321,3225,0,0.101611495,0.0
322,3226,1,0.8459989,1.0
323,3227,0,0.17270103,0.0
324,3228,1,0.88280725,1.0
325,3229,0,0.22284894,0.0
326,3230,0,0.07848011,0.0
327,3231,0,0.15797697,0.0
328,3232,0,0.09414036,0.0
329,3233,0,0.07950221,0.0
330,3234,0,0.08845486,0.0
331,3235,0,0.073694855,0.0
332,3236,0,0.13664944,0.0
333,3237,0,0.2106661,0.0
334,3238,0,0.09212147,0.0
335,3239,0,0.3456913,0.0
336,3240,0,0.11771767,0.0
337,3241,1,0.59602845,1.0
338,3242,0,0.10170293,0.0
339,3243,0,0.11340406,0.0
340,3244,0,0.09508979,0.0
341,3245,0,0.11814616,0.0
342,3246,0,0.11131352,0.0
343,3247,0,0.17640784,0.0
344,3248,0,0.10412898,0.0
345,3249,0,0.111126676,0.0
346,3250,1,0.88466585,1.0
347,3251,0,0.10526409,0.0
348,3252,0,0.11365519,0.0
349,3253,0,0.103387915,0.0
350,3254,0,0.08795954,0.0
351,3255,0,0.091033444,0.0
352,3256,0,0.100736246,0.0
353,3257,0,0.1850272,0.0
354,3258,0,0.36427277,0.0
355,3259,0,0.13938588,0.0
356,3260,0,0.17503543,0.0
357,3261,0,0.09083703,0.0
358,3262,0,0.1400401,0.0
359,3263,0,0.19717555,0.0
360,3264,0,0.20037317,0.0
361,3265,0,0.14248219,0.0
362,3266,0,0.13957469,0.0
363,3267,0,0.16742519,0.0
364,3268,0,0.08565379,0.0
365,3269,1,0.9145983,1.0
366,3270,1,0.7925481,1.0
367,3271,0,0.14438064,0.0
368,3272,0,0.11257628,0.0
369,3273,0,0.088075906,0.0
370,3274,0,0.18458763,0.0
371,3275,0,0.22013989,0.0
372,3276,1,0.8662952,1.0
373,3277,0,0.13109545,0.0
374,3278,0,0.35160744,0.0
375,3279,0,0.13192406,0.0
376,3280,0,0.19235778,0.0
377,3281,0,0.18836382,0.0
378,3282,0,0.25637668,0.0
379,3283,0,0.49383616,0.0
380,3284,0,0.08395783,0.0
381,3285,1,0.56253207,1.0
382,3286,0,0.08983131,0.0
383,3287,1,0.93643606,1.0
384,3288,0,0.12802802,0.0
385,3289,0,0.259941,0.0
386,3290,0,0.07588315,0.0
387,3291,0,0.13166723,0.0
388,3292,1,0.6162716,1.0
389,3293,1,0.78037274,1.0
390,3294,0,0.13580622,0.0
391,3295,0,0.15267113,0.0
392,3296,0,0.27482766,0.0
393,3297,0,0.09325461,0.0
394,3298,0,0.12154923,0.0
395,3299,0,0.1656281,0.0
396,3300,0,0.14421149,0.0
397,3301,0,0.06651364,0.0
398,3302,0,0.14786866,0.0
399,3303,0,0.09073204,0.0
400,3304,0,0.14642577,0.0
401,3305,0,0.4526693,0.0
402,3306,0,0.24179094,0.0
403,3307,0,0.1157037,0.0
404,3308,0,0.088174716,0.0
405,3309,0,0.070165314,0.0
406,3310,0,0.089005485,0.0
407,3311,0,0.31489772,0.0
408,3312,0,0.12847611,0.0
409,3313,0,0.07538486,0.0
410,3314,1,0.9337063,1.0
411,3315,1,0.92393863,1.0
412,3316,0,0.20932114,0.0
413,3317,0,0.27062887,0.0
414,3318,0,0.17411608,0.0
415,3319,0,0.08682962,0.0
416,3320,1,0.87723607,1.0
417,3321,0,0.13692608,0.0
418,3322,0,0.21629214,0.0
419,3323,0,0.073335044,0.0
420,3324,0,0.17354468,0.0
421,3325,1,0.91966856,1.0
422,3326,0,0.09812192,0.0
423,3327,1,0.8721566,1.0
424,3328,0,0.13266456,0.0
425,3329,1,0.9448373,1.0
426,3330,0,0.10092596,0.0
427,3331,0,0.13973208,0.0
428,3332,0,0.12663034,0.0
429,3333,0,0.2069443,0.0
430,3334,0,0.10594779,0.0
431,3335,0,0.11476134,0.0
432,3336,0,0.11299857,0.0
433,3337,0,0.10996263,0.0
434,3338,0,0.08523523,0.0
435,3339,0,0.2680844,0.0
436,3340,1,0.91434926,1.0
437,3341,0,0.11725457,0.0
438,3342,0,0.11494032,0.0
439,3343,0,0.186341,0.0
440,3344,0,0.24583161,0.0
441,3345,0,0.35615635,0.0
442,3346,1,0.9008049,1.0
443,3347,0,0.26439342,0.0
444,3348,0,0.16612183,0.0
445,3349,0,0.38649473,0.0
446,3350,0,0.11792179,0.0
447,3351,0,0.087429084,0.0
448,3352,0,0.11232954,0.0
449,3353,1,0.87829626,1.0
450,3354,0,0.11610224,0.0
451,3355,0,0.30284417,0.0
452,3356,0,0.078512214,0.0
453,3357,0,0.20158656,0.0
454,3358,0,0.16311625,0.0
455,3359,0,0.10093214,0.0
456,3360,0,0.15830463,0.0
457,3361,0,0.16166146,0.0
458,3362,1,0.8130687,1.0
459,3363,0,0.08965959,0.0
460,3364,0,0.17952447,0.0
461,3365,1,0.9096077,1.0
462,3366,0,0.24610722,0.0
463,3367,0,0.10240953,0.0
464,3368,0,0.10417016,0.0
465,3369,0,0.20692754,0.0
466,3370,1,0.9346053,1.0
467,3371,0,0.14871885,0.0
468,3372,0,0.076023325,0.0
469,3373,0,0.13464889,0.0
470,3374,0,0.1866918,0.0
471,3375,0,0.14365844,0.0
472,3376,0,0.10159228,0.0
473,3377,1,0.93830454,1.0
474,3378,0,0.097754896,0.0
475,3379,0,0.13445517,0.0
476,3380,1,0.88731706,1.0
477,3381,0,0.07465129,0.0
478,3382,0,0.098696016,0.0
479,3383,0,0.0873301,0.0
480,3384,1,0.92281806,1.0
481,3385,0,0.105338536,0.0
482,3386,0,0.17002459,0.0
483,3387,0,0.123198256,0.0
484,3388,1,0.8296107,1.0
485,3389,0,0.08964055,0.0
486,3390,1,0.462397,0.0
487,3391,1,0.93850833,1.0
488,3392,0,0.122232474,0.0
489,3393,1,0.8132984,1.0
490,3394,0,0.1133677,0.0
491,3395,0,0.32595903,0.0
492,3396,0,0.16997626,0.0
493,3397,0,0.07862073,0.0
494,3398,0,0.08925261,0.0
495,3399,0,0.12176454,0.0
496,3400,0,0.11407658,0.0
497,3401,0,0.08026992,0.0
498,3402,0,0.179007,0.0
499,3403,1,0.91642106,1.0
500,3404,0,0.17241621,0.0
501,3405,0,0.07210094,0.0
502,3406,0,0.09598468,0.0
503,3407,0,0.10319947,0.0
504,3408,0,0.29944903,0.0
505,3409,0,0.089890845,0.0
506,3410,0,0.17370072,0.0
507,3411,0,0.13655251,0.0
508,3412,0,0.2605372,0.0
509,3413,0,0.118009195,0.0
510,3414,0,0.121288575,0.0
511,3415,0,0.12226999,0.0
512,3416,1,0.9139857,1.0
513,3417,0,0.12511429,0.0
514,3418,0,0.08238354,0.0
515,3419,0,0.26944655,0.0
516,3420,0,0.16920349,0.0
517,3421,0,0.1103755,0.0
518,3422,0,0.08716058,0.0
519,3423,1,0.80204105,1.0
520,3424,0,0.06693466,0.0
521,3425,0,0.109809384,0.0
522,3426,0,0.09006244,0.0
523,3427,0,0.11186607,0.0
524,3428,0,0.0981604,0.0
525,3429,0,0.29558164,0.0
526,3430,0,0.18544286,0.0
527,3431,0,0.09149856,0.0
528,3432,0,0.12511167,0.0
529,3433,1,0.75036407,1.0
530,3434,0,0.10184475,0.0
531,3435,0,0.11275028,0.0
532,3436,0,0.13582318,0.0
533,3437,0,0.122037865,0.0
534,3438,0,0.24158816,0.0
535,3439,0,0.09948201,0.0
536,3440,0,0.1032382,0.0
537,3441,1,0.8904586,1.0
538,3442,0,0.081966944,0.0
539,3443,0,0.07494504,0.0
540,3444,0,0.1541678,0.0
541,3445,0,0.10159514,0.0
542,3446,0,0.16521533,0.0
543,3447,0,0.10928935,0.0
544,3448,0,0.086410984,0.0
545,3449,0,0.1342648,0.0
546,3450,0,0.28868252,0.0
547,3451,0,0.35442168,0.0
548,3452,0,0.090610676,0.0
549,3453,0,0.19848683,0.0
550,3454,1,0.90511,1.0
551,3455,0,0.16929664,0.0
552,3456,1,0.9296485,1.0
553,3457,0,0.10225411,0.0
554,3458,0,0.13707799,0.0
555,3459,0,0.13742074,0.0
556,3460,0,0.13992982,0.0
557,3461,0,0.1324186,0.0
558,3462,1,0.7865448,1.0
559,3463,0,0.12182172,0.0
560,3464,0,0.3119164,0.0
561,3465,1,0.7433289,1.0
562,3466,0,0.087564185,0.0
563,3467,0,0.07479133,0.0
564,3468,0,0.071212865,0.0
565,3469,0,0.16476169,0.0
566,3470,0,0.20752533,0.0
567,3471,0,0.1554893,0.0
568,3472,0,0.18155873,0.0
569,3473,0,0.11448804,0.0
570,3474,0,0.15319122,0.0
571,3475,0,0.10093993,0.0
572,3476,0,0.2832201,0.0
573,3477,0,0.15022013,0.0
574,3478,0,0.15290388,0.0
575,3479,0,0.11649259,0.0
576,3480,0,0.13524516,0.0
577,3481,0,0.11110099,0.0
578,3482,0,0.402327,0.0
579,3483,0,0.48303208,0.0
580,3484,0,0.14513174,0.0
581,3485,0,0.09074906,0.0
582,3486,0,0.1287444,0.0
583,3487,0,0.10288558,0.0
584,3488,1,0.8158213,1.0
585,3489,1,0.9027073,1.0
586,3490,0,0.09919174,0.0
587,3491,0,0.16265357,0.0
588,3492,0,0.10387889,0.0
589,3493,0,0.27394074,0.0
590,3494,0,0.12698054,0.0
591,3495,1,0.8762148,1.0
592,3496,1,0.8529786,1.0
593,3497,1,0.91948855,1.0
594,3498,0,0.057707567,0.0
595,3499,0,0.1590566,0.0
596,3500,0,0.27045777,0.0
597,3501,0,0.0796078,0.0
598,3502,0,0.1191996,0.0
599,3503,0,0.3327915,0.0
600,3504,0,0.08125238,0.0
601,3505,0,0.21960211,0.0
602,3506,0,0.069661625,0.0
603,3507,0,0.1098205,0.0
604,3508,1,0.52387965,1.0
605,3509,0,0.09929495,0.0
606,3510,0,0.12314125,0.0
607,3511,0,0.08581707,0.0
608,3512,1,0.9421854,1.0
609,3513,0,0.099751666,0.0
610,3514,0,0.11259879,0.0
611,3515,0,0.17962857,0.0
612,3516,0,0.09996389,0.0
613,3517,0,0.09742572,0.0
614,3518,1,0.5750612,1.0
615,3519,1,0.59525025,1.0
616,3520,0,0.09428822,0.0
617,3521,0,0.07796719,0.0
618,3522,0,0.0941471,0.0
619,3523,0,0.14149122,0.0
620,3524,0,0.16401762,0.0
621,3525,0,0.12689863,0.0
622,3526,0,0.12506126,0.0
623,3527,0,0.06408704,0.0
624,3528,0,0.23465483,0.0
625,3529,0,0.1750203,0.0
626,3530,0,0.105695724,0.0
627,3531,0,0.13650784,0.0
628,3532,0,0.15844986,0.0
629,3533,0,0.18350807,0.0
630,3534,1,0.88434047,1.0
631,3535,0,0.11465903,0.0
632,3536,0,0.073905185,0.0
633,3537,1,0.7816564,1.0
634,3538,1,0.91523325,1.0
635,3539,0,0.09445601,0.0
636,3540,0,0.12726596,0.0
637,3541,0,0.14538017,0.0
638,3542,0,0.28167602,0.0
639,3543,0,0.08963216,0.0
640,3544,0,0.1224584,0.0
641,3545,0,0.12941568,0.0
642,3546,0,0.10210043,0.0
643,3547,0,0.18526347,0.0
644,3548,0,0.1162739,0.0
645,3549,0,0.10775368,0.0
646,3550,0,0.11527206,0.0
647,3551,0,0.15383066,0.0
648,3552,0,0.09259959,0.0
649,3553,1,0.6319245,1.0
650,3554,1,0.91990536,1.0
651,3555,0,0.09244896,0.0
652,3556,0,0.06975799,0.0
653,3557,0,0.08678026,0.0
654,3558,0,0.14696321,0.0
655,3559,0,0.08752691,0.0
656,3560,0,0.11585009,0.0
657,3561,0,0.25468272,0.0
658,3562,0,0.11568929,0.0
659,3563,0,0.2027487,0.0
660,3564,0,0.11962594,0.0
661,3565,0,0.18636808,0.0
662,3566,0,0.193306,0.0
663,3567,0,0.18709198,0.0
664,3568,0,0.2529708,0.0
665,3569,0,0.11254796,0.0
666,3570,0,0.07982086,0.0
667,3571,0,0.07347821,0.0
668,3572,0,0.13974695,0.0
669,3573,0,0.13595201,0.0
670,3574,0,0.12758566,0.0
671,3575,0,0.17851025,0.0
672,3576,0,0.2443814,0.0
673,3577,0,0.09946438,0.0
674,3578,0,0.097362176,0.0
675,3579,0,0.19396725,0.0
676,3580,0,0.1488513,0.0
677,3581,0,0.085505426,0.0
678,3582,0,0.21359353,0.0
679,3583,1,0.3669716,0.0
680,3584,1,0.9025939,1.0
681,3585,0,0.09701383,0.0
682,3586,0,0.11582337,0.0
683,3587,0,0.07082268,0.0
684,3588,0,0.11091159,0.0
685,3589,0,0.12679389,0.0
686,3590,1,0.8981398,1.0
687,3591,0,0.07061894,0.0
688,3592,0,0.15931655,0.0
689,3593,0,0.23831484,0.0
690,3594,0,0.09287113,0.0
691,3595,0,0.13023493,0.0
692,3596,0,0.1285791,0.0
693,3597,0,0.21763405,0.0
694,3598,1,0.85678005,1.0
695,3599,0,0.15152289,0.0
696,3600,0,0.12906474,0.0
697,3601,0,0.10722189,0.0
698,3602,0,0.19294786,0.0
699,3603,0,0.18407117,0.0
700,3604,0,0.1226686,0.0
701,3605,0,0.1538184,0.0
702,3606,1,0.70885783,1.0
703,3607,0,0.14210995,0.0
704,3608,0,0.11816704,0.0
705,3609,0,0.32970223,0.0
706,3610,0,0.20376173,0.0
707,3611,1,0.9404389,1.0
708,3612,0,0.13717496,0.0
709,3613,0,0.11088343,0.0
710,3614,0,0.18028997,0.0
711,3615,0,0.13830453,0.0
712,3616,0,0.13573611,0.0
713,3617,0,0.22269337,0.0
714,3618,1,0.82599324,1.0
715,3619,0,0.10012376,0.0
716,3620,0,0.35456532,0.0
717,3621,0,0.098294996,0.0
718,3622,0,0.17547251,0.0
719,3623,0,0.12132265,0.0
720,3624,0,0.10488564,0.0
721,3625,0,0.120368436,0.0
722,3626,0,0.14137767,0.0
723,3627,0,0.095077835,0.0
724,3628,0,0.32919365,0.0
725,3629,0,0.062391173,0.0
726,3630,0,0.21316683,0.0
727,3631,0,0.09644331,0.0
728,3632,0,0.16471004,0.0
729,3633,0,0.085118964,0.0
730,3634,0,0.4004652,0.0
731,3635,0,0.09388714,0.0
732,3636,0,0.17000607,0.0
733,3637,0,0.13160972,0.0
734,3638,0,0.11111405,0.0
735,3639,0,0.09344245,0.0
736,3640,0,0.1463553,0.0
737,3641,1,0.4331482,0.0
738,3642,0,0.23666327,0.0
739,3643,0,0.13685325,0.0
740,3644,0,0.24037468,0.0
741,3645,0,0.08592504,0.0
742,3646,0,0.38650647,0.0
743,3647,0,0.15951444,0.0
744,3648,0,0.19964252,0.0
745,3649,0,0.12599847,0.0
746,3650,0,0.11361182,0.0
747,3651,0,0.20951383,0.0
748,3652,0,0.083909936,0.0
749,3653,1,0.9351759,1.0
750,3654,1,0.60124606,1.0
751,3655,1,0.7096796,1.0
752,3656,0,0.09743934,0.0
753,3657,0,0.14928043,0.0
754,3658,1,0.8722154,1.0
755,3659,0,0.09839451,0.0
756,3660,0,0.106707714,0.0
757,3661,0,0.11140491,0.0
758,3662,1,0.5322537,1.0
759,3663,0,0.14004323,0.0
760,3664,1,0.65128034,1.0
761,3665,0,0.091082074,0.0
762,3666,0,0.09342234,0.0
763,3667,0,0.09521712,0.0
764,3668,0,0.10044706,0.0
765,3669,0,0.09137327,0.0
766,3670,1,0.6281735,1.0
767,3671,0,0.19587632,0.0
768,3672,0,0.38090822,0.0
769,3673,1,0.7386903,1.0
770,3674,0,0.23041418,0.0
771,3675,0,0.19646361,0.0
772,3676,0,0.1827941,0.0
773,3677,0,0.103970155,0.0
774,3678,0,0.08988241,0.0
775,3679,0,0.19281045,0.0
776,3680,0,0.12423406,0.0
777,3681,1,0.62205255,1.0
778,3682,0,0.10126643,0.0
779,3683,0,0.16050512,0.0
780,3684,0,0.08332969,0.0
781,3685,0,0.091746934,0.0
782,3686,0,0.36139226,0.0
783,3687,0,0.09839763,0.0
784,3688,0,0.098976955,0.0
785,3689,0,0.32723752,0.0
786,3690,0,0.09225818,0.0
787,3691,0,0.13417864,0.0
788,3692,0,0.09340739,0.0
789,3693,0,0.1380892,0.0
790,3694,0,0.09891175,0.0
791,3695,0,0.094485804,0.0
792,3696,0,0.076478146,0.0
793,3697,0,0.1427231,0.0
794,3698,0,0.10427053,0.0
795,3699,0,0.10592274,0.0
796,3700,0,0.12211257,0.0
797,3701,0,0.072935276,0.0
798,3702,0,0.13353017,0.0
799,3703,0,0.23118313,0.0
800,3704,0,0.0980682,0.0
801,3705,0,0.11769158,0.0
802,3706,0,0.07929467,0.0
803,3707,1,0.6525069,1.0
804,3708,0,0.101853274,0.0
805,3709,0,0.098306835,0.0
806,3710,0,0.07627065,0.0
807,3711,0,0.09033367,0.0
808,3712,0,0.1511082,0.0
809,3713,0,0.13954023,0.0
810,3714,0,0.105895594,0.0
811,3715,0,0.11853466,0.0
812,3716,0,0.3069082,0.0
813,3717,0,0.11505383,0.0
814,3718,1,0.6321007,1.0
815,3719,0,0.13100871,0.0
816,3720,0,0.114129126,0.0
817,3721,0,0.08573075,0.0
818,3722,1,0.9384581,1.0
819,3723,0,0.12409421,0.0
820,3724,0,0.20864117,0.0
